,mean_fit_time,std_fit_time,mean_score_time,std_score_time,Number of estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,Outer fold iteration,Best model,CV error
3,0.7267801761627197,0.004217844564334573,0.008464574813842773,0.00011103683348032061,150,{'n_estimators': 150},0.9340277777777778,0.9131944444444444,0.9479166666666666,0.9340277777777778,0.8993055555555556,0.9256944444444445,0.017235657841653956,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,0,0.07430555555555551
4,1.2138557434082031,0.008199108672999458,0.013601398468017578,0.00014587177390594624,250,{'n_estimators': 250},0.9236111111111112,0.9201388888888888,0.9479166666666666,0.9375,0.9166666666666666,0.9291666666666666,0.0117441211981165,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,0,0.07083333333333341
5,2.548110008239746,0.10367421132263516,0.03058633804321289,0.004829813834971204,500,{'n_estimators': 500},0.9409722222222222,0.9131944444444444,0.9409722222222222,0.9409722222222222,0.9131944444444444,0.929861111111111,0.013608276348795441,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,1,0.07013888888888897
0,0.12585663795471191,0.0015292748495810927,0.0020435333251953127,5.642484834366669e-05,25,{'n_estimators': 25},0.9270833333333334,0.8854166666666666,0.9270833333333334,0.9270833333333334,0.9166666666666666,0.9166666666666667,0.0161374306091976,6,1.0,1.0,1.0,0.9991319444444444,1.0,0.999826388888889,0.0003472222222222321,4,0,0.08333333333333326
1,0.25342679023742676,0.003312440733436568,0.003353452682495117,0.00010794203099224545,50,{'n_estimators': 50},0.9375,0.90625,0.9375,0.9201388888888888,0.9340277777777778,0.9270833333333334,0.012226956153929875,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,0,0.07291666666666663
2,0.49940834045410154,0.0066002227248852345,0.0059220314025878905,0.00011362714318864519,100,{'n_estimators': 100},0.9236111111111112,0.9027777777777778,0.9340277777777778,0.9236111111111112,0.9340277777777778,0.923611111111111,0.011410886614690962,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,0,0.07638888888888895
3,0.7507486343383789,0.017246181264419996,0.008624696731567382,0.00013139330741345642,150,{'n_estimators': 150},0.9375,0.90625,0.9409722222222222,0.9409722222222222,0.9305555555555556,0.93125,0.01306589425154637,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,1,0.06874999999999998
4,1.2606727123260497,0.04546750986498573,0.01399235725402832,0.00017047941404535198,250,{'n_estimators': 250},0.9375,0.8958333333333334,0.9409722222222222,0.9305555555555556,0.9305555555555556,0.9270833333333334,0.016137430609197555,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,0,0.07291666666666663
5,2.5706944942474363,0.10531970011168887,0.027385568618774413,0.0006663115317877631,500,{'n_estimators': 500},0.9409722222222222,0.9097222222222222,0.9340277777777778,0.9305555555555556,0.9340277777777778,0.929861111111111,0.010622957319984971,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,0,0.07013888888888897
0,0.12370514869689941,0.0009100280320132908,0.0020449161529541016,3.334213717422137e-05,25,{'n_estimators': 25},0.8923611111111112,0.8993055555555556,0.8923611111111112,0.9270833333333334,0.9236111111111112,0.9069444444444444,0.015277777777777779,6,1.0,1.0,0.9991319444444444,1.0,1.0,0.999826388888889,0.0003472222222222321,5,0,0.09305555555555556
1,0.2461531639099121,0.0022427038390769372,0.0033308029174804687,5.115589394389778e-05,50,{'n_estimators': 50},0.8993055555555556,0.9409722222222222,0.8680555555555556,0.9201388888888888,0.9409722222222222,0.9138888888888888,0.027638539919628315,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,0,0.08611111111111125
2,0.4912283420562744,0.005087317154348186,0.005904626846313476,7.302172207729558e-05,100,{'n_estimators': 100},0.9131944444444444,0.9375,0.9027777777777778,0.9270833333333334,0.9409722222222222,0.9243055555555555,0.014467129622221984,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,0,0.07569444444444451
3,0.7390939712524414,0.009487882299587589,0.008611392974853516,0.0001263336294085588,150,{'n_estimators': 150},0.9166666666666666,0.9305555555555556,0.90625,0.9305555555555556,0.9409722222222222,0.925,0.012147816447594382,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,1,0.07499999999999996
4,1.24346022605896,0.02730280113195491,0.013866853713989259,0.0002194740807625191,250,{'n_estimators': 250},0.9097222222222222,0.9375,0.8993055555555556,0.9236111111111112,0.9444444444444444,0.9229166666666666,0.01678200829665912,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,0,0.07708333333333339
5,2.518584728240967,0.059537151674263926,0.027207660675048827,0.0004450219907418241,500,{'n_estimators': 500},0.9166666666666666,0.9305555555555556,0.90625,0.9305555555555556,0.9305555555555556,0.9229166666666666,0.00991865059519842,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,0,0.07708333333333339
0,0.12555246353149413,0.003791454811811347,0.0021297454833984373,0.00013865711254154042,25,{'n_estimators': 25},0.9305555555555556,0.9305555555555556,0.8854166666666666,0.9131944444444444,0.9166666666666666,0.9152777777777779,0.016521357296347686,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,0,0.08472222222222214
1,0.24361729621887207,0.002985995427009339,0.0033245086669921875,6.152160332893746e-05,50,{'n_estimators': 50},0.9305555555555556,0.9409722222222222,0.8958333333333334,0.9166666666666666,0.9270833333333334,0.9222222222222222,0.015309310892394856,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,0,0.07777777777777783
2,0.4854280948638916,0.0015112058375196045,0.005919265747070313,9.161373430851177e-05,100,{'n_estimators': 100},0.9236111111111112,0.9305555555555556,0.8993055555555556,0.9166666666666666,0.9270833333333334,0.9194444444444445,0.011067623229520302,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,0,0.08055555555555549
3,0.7289534568786621,0.0031845454876021813,0.008550596237182618,8.229129075002562e-05,150,{'n_estimators': 150},0.9166666666666666,0.9479166666666666,0.90625,0.9131944444444444,0.9375,0.9243055555555555,0.01574414451215921,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,0,0.07569444444444451
4,1.2233850002288817,0.02459917670727658,0.013676214218139648,5.320344648523588e-05,250,{'n_estimators': 250},0.9131944444444444,0.9444444444444444,0.90625,0.9201388888888888,0.9340277777777778,0.923611111111111,0.01388888888888889,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,0,0.07638888888888895
5,2.5291551113128663,0.20262959500251232,0.027454710006713866,0.0006086473888081052,500,{'n_estimators': 500},0.9236111111111112,0.9513888888888888,0.8993055555555556,0.9201388888888888,0.9340277777777778,0.9256944444444445,0.017095185590404384,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,1,0.07430555555555551
0,0.12969441413879396,0.00624211526988771,0.0023753166198730467,0.00038544571800434114,25,{'n_estimators': 25},0.8958333333333334,0.9166666666666666,0.8958333333333334,0.9305555555555556,0.8993055555555556,0.9076388888888889,0.013819269959814154,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,0,0.09236111111111112
1,0.24440298080444336,0.003424702230628735,0.003260183334350586,5.577413220679426e-05,50,{'n_estimators': 50},0.8958333333333334,0.9479166666666666,0.9027777777777778,0.9409722222222222,0.9236111111111112,0.9222222222222222,0.02043602634661409,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,0,0.07777777777777783
2,0.48227601051330565,0.003109419100318487,0.005855560302734375,8.459325032404843e-05,100,{'n_estimators': 100},0.9097222222222222,0.9305555555555556,0.9097222222222222,0.9270833333333334,0.9305555555555556,0.9215277777777778,0.009722222222222241,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,0,0.07847222222222217
3,0.7469869613647461,0.016685926908794224,0.008588838577270507,8.612692890500056e-05,150,{'n_estimators': 150},0.9166666666666666,0.9513888888888888,0.8958333333333334,0.9270833333333334,0.9236111111111112,0.9229166666666668,0.017894581564895987,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,0,0.07708333333333317
4,1.2691360473632813,0.055374527131969706,0.015202951431274415,0.0023817445435051344,250,{'n_estimators': 250},0.9201388888888888,0.9444444444444444,0.8993055555555556,0.9409722222222222,0.9305555555555556,0.9270833333333334,0.01628616583272023,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,1,0.07291666666666663
5,2.5213863372802736,0.10284999388996431,0.027769994735717774,0.0012419632866314393,500,{'n_estimators': 500},0.9201388888888888,0.9479166666666666,0.8993055555555556,0.9375,0.9305555555555556,0.9270833333333333,0.016579633869879602,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,0,0.07291666666666674
0,0.12868618965148926,0.00800611596079406,0.002076530456542969,0.00010933467401520311,25,{'n_estimators': 25},0.9131944444444444,0.9097222222222222,0.9201388888888888,0.8715277777777778,0.9305555555555556,0.9090277777777777,0.020054901497491177,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,0,0.09097222222222234
1,0.2462855339050293,0.0027204343389984438,0.0033102512359619142,6.178002770345561e-05,50,{'n_estimators': 50},0.9270833333333334,0.8993055555555556,0.9444444444444444,0.8923611111111112,0.9305555555555556,0.91875,0.019715374398025523,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,0,0.08125000000000004
2,0.49410362243652345,0.0056066219009819635,0.005968904495239258,6.358791119540778e-05,100,{'n_estimators': 100},0.9305555555555556,0.90625,0.9236111111111112,0.8958333333333334,0.9409722222222222,0.9194444444444445,0.016345280966583074,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,0,0.08055555555555549
3,0.7876489162445068,0.04915814862413901,0.009564065933227539,0.0014799129411349112,150,{'n_estimators': 150},0.9305555555555556,0.9166666666666666,0.9513888888888888,0.9131944444444444,0.9340277777777778,0.9291666666666666,0.013643668544714235,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,1,0.07083333333333341
4,1.2294276714324952,0.01686790742282031,0.013727951049804687,0.0002638429407176316,250,{'n_estimators': 250},0.9305555555555556,0.9236111111111112,0.9409722222222222,0.9027777777777778,0.9340277777777778,0.9263888888888889,0.013065894251546367,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,0,0.07361111111111107
5,2.482435417175293,0.049267749058116615,0.027896404266357422,0.0009976824331585853,500,{'n_estimators': 500},0.9305555555555556,0.9166666666666666,0.9513888888888888,0.9027777777777778,0.9305555555555556,0.9263888888888889,0.01619708859679249,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,0,0.07361111111111107
0,0.1264329433441162,0.004477541371346583,0.0020421504974365234,5.5067900036585455e-05,25,{'n_estimators': 25},0.8784722222222222,0.9236111111111112,0.9340277777777778,0.9270833333333334,0.9375,0.920138888888889,0.021404215288086736,6,1.0,1.0,0.9991319444444444,1.0,1.0,0.999826388888889,0.0003472222222222321,9,0,0.07986111111111105
1,0.24766764640808106,0.006366990492559609,0.0035078048706054686,0.0002541485869912103,50,{'n_estimators': 50},0.9097222222222222,0.9166666666666666,0.9236111111111112,0.9270833333333334,0.9305555555555556,0.9215277777777778,0.007479395565464612,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9,0,0.07847222222222217
2,0.5408294677734375,0.10074192568866266,0.006053543090820313,0.00015824490383415253,100,{'n_estimators': 100},0.9131944444444444,0.9236111111111112,0.9270833333333334,0.9236111111111112,0.9305555555555556,0.923611111111111,0.005810139073153322,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9,0,0.07638888888888895
3,0.7426016330718994,0.010711241306445513,0.008711290359497071,0.0002846762322952012,150,{'n_estimators': 150},0.9131944444444444,0.9131944444444444,0.9270833333333334,0.9340277777777778,0.9444444444444444,0.9263888888888889,0.012108052620946321,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9,0,0.07361111111111107
4,1.2451486110687255,0.0661889564982555,0.013734674453735352,0.00021196608300431413,250,{'n_estimators': 250},0.90625,0.9305555555555556,0.9305555555555556,0.9375,0.9409722222222222,0.9291666666666666,0.012147816447594374,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9,0,0.07083333333333341
5,2.4749907493591308,0.04263651351883302,0.027222490310668944,0.0003488076230207594,500,{'n_estimators': 500},0.9131944444444444,0.9270833333333334,0.9236111111111112,0.9444444444444444,0.9409722222222222,0.929861111111111,0.011495100942532525,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9,1,0.07013888888888897
