,mean_fit_time,std_fit_time,mean_score_time,std_score_time,Number of neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,Outer fold iteration,Best model,CV error
1,0.0023075103759765624,0.0001604880162957468,0.006655073165893555,0.0007115562226834525,2,{'n_neighbors': 2},0.8888888888888888,0.9340277777777778,0.8854166666666666,0.9097222222222222,0.90625,0.9048611111111111,0.01737499444888447,6,0.9644097222222222,0.9600694444444444,0.9539930555555556,0.9609375,0.9557291666666666,0.9590277777777778,0.0037396977827322893,1,0,0.09513888888888888
2,0.002249622344970703,7.435152865591822e-05,0.006260871887207031,0.0004587121911661355,3,{'n_neighbors': 3},0.875,0.9513888888888888,0.90625,0.9375,0.9097222222222222,0.9159722222222222,0.026571008985706922,2,0.9670138888888888,0.9557291666666666,0.9592013888888888,0.9600694444444444,0.953125,0.9590277777777777,0.004703547633383343,1,0,0.08402777777777781
3,0.0020752429962158205,0.00024414814065749565,0.007122945785522461,0.0008046529684537406,4,{'n_neighbors': 4},0.875,0.9375,0.8958333333333334,0.9166666666666666,0.8993055555555556,0.9048611111111111,0.02101770270891882,6,0.9505208333333334,0.9392361111111112,0.9470486111111112,0.9427083333333334,0.9383680555555556,0.943576388888889,0.004626011317525777,1,0,0.09513888888888888
4,0.0021975040435791016,0.0002013067898482289,0.006733131408691406,0.0005186156736719904,5,{'n_neighbors': 5},0.8784722222222222,0.9340277777777778,0.90625,0.9305555555555556,0.8958333333333334,0.9090277777777777,0.020994745080320804,3,0.9479166666666666,0.9366319444444444,0.9383680555555556,0.9383680555555556,0.9331597222222222,0.9388888888888889,0.004898172215161756,1,0,0.09097222222222234
5,0.0022403240203857423,0.0002465636648848303,0.007046794891357422,0.0010186103095015308,6,{'n_neighbors': 6},0.8819444444444444,0.9409722222222222,0.8923611111111112,0.9305555555555556,0.8958333333333334,0.9083333333333332,0.023094846039327623,4,0.9401041666666666,0.9296875,0.9366319444444444,0.9288194444444444,0.9314236111111112,0.9333333333333332,0.004336804165554429,1,0,0.09166666666666679
6,0.0022414684295654296,0.00014285969638517604,0.007184648513793945,0.0006682462795364603,7,{'n_neighbors': 7},0.8784722222222222,0.9340277777777778,0.8958333333333334,0.9270833333333334,0.8993055555555556,0.9069444444444444,0.020647317704609043,5,0.9348958333333334,0.9314236111111112,0.9314236111111112,0.9270833333333334,0.9305555555555556,0.9310763888888889,0.002491788210834606,1,0,0.09305555555555556
7,0.0022365570068359373,0.00012080755745394945,0.007009553909301758,0.000727614871083222,8,{'n_neighbors': 8},0.8576388888888888,0.9305555555555556,0.8888888888888888,0.9270833333333334,0.8993055555555556,0.9006944444444445,0.02676991009360612,9,0.9288194444444444,0.9244791666666666,0.9270833333333334,0.9236111111111112,0.9244791666666666,0.9256944444444445,0.001948779888944757,1,0,0.09930555555555554
8,0.0020801067352294923,0.00021893569846315292,0.007361078262329101,0.0006601883659494213,9,{'n_neighbors': 9},0.8680555555555556,0.9270833333333334,0.8993055555555556,0.9236111111111112,0.8958333333333334,0.9027777777777779,0.021404215288086732,8,0.9296875,0.9210069444444444,0.9253472222222222,0.9140625,0.9253472222222222,0.9230902777777776,0.005283029185660743,1,0,0.0972222222222221
0,0.0020499229431152344,0.0002752809038717339,0.00626373291015625,0.000818678771571424,1,{'n_neighbors': 1},0.9375,0.9444444444444444,0.9236111111111112,0.9201388888888888,0.8819444444444444,0.9215277777777777,0.0216951379886296,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0.07847222222222228
1,0.0020676136016845705,0.000246880678431242,0.006385517120361328,0.0009752953049832436,2,{'n_neighbors': 2},0.9131944444444444,0.9305555555555556,0.9201388888888888,0.9131944444444444,0.8611111111111112,0.9076388888888889,0.024116326880812947,7,0.953125,0.9583333333333334,0.9609375,0.9618055555555556,0.9522569444444444,0.9572916666666668,0.003936036128039818,2,0,0.09236111111111112
2,0.0022903919219970704,0.00015858062616490236,0.006331491470336914,0.0005621223998326831,3,{'n_neighbors': 3},0.9340277777777778,0.9375,0.9375,0.9270833333333334,0.8784722222222222,0.9229166666666666,0.02254539316770546,1,0.9539930555555556,0.9548611111111112,0.9565972222222222,0.9513888888888888,0.9539930555555556,0.9541666666666666,0.001683222172714019,2,1,0.07708333333333339
3,0.0022519588470458984,3.725883627371681e-05,0.006931591033935547,0.0006779524657645079,4,{'n_neighbors': 4},0.9236111111111112,0.9409722222222222,0.9166666666666666,0.9236111111111112,0.8576388888888888,0.9125,0.02858210503785652,4,0.9383680555555556,0.9418402777777778,0.9418402777777778,0.9444444444444444,0.9470486111111112,0.9427083333333333,0.0029050695365766543,2,0,0.08750000000000002
4,0.0022784709930419923,9.014033584631831e-05,0.006629753112792969,0.0005458059704492711,5,{'n_neighbors': 5},0.9236111111111112,0.9270833333333334,0.9166666666666666,0.9236111111111112,0.8819444444444444,0.9145833333333334,0.01666666666666669,3,0.9357638888888888,0.9366319444444444,0.9357638888888888,0.9418402777777778,0.9453125,0.9390625,0.003858699786613367,2,0,0.08541666666666659
5,0.0022212505340576173,0.00015290232388134168,0.006770801544189453,0.0009370246956458035,6,{'n_neighbors': 6},0.9270833333333334,0.9305555555555556,0.9131944444444444,0.9201388888888888,0.8680555555555556,0.9118055555555555,0.022673371829603477,5,0.9322916666666666,0.9296875,0.9340277777777778,0.9357638888888888,0.9444444444444444,0.9352430555555555,0.005019733435694772,2,0,0.08819444444444446
6,0.0022727489471435548,7.132718866298795e-05,0.008954572677612304,0.002907507224658223,7,{'n_neighbors': 7},0.9201388888888888,0.9340277777777778,0.8958333333333334,0.9201388888888888,0.875,0.9090277777777779,0.020994745080320783,6,0.9288194444444444,0.9262152777777778,0.9296875,0.9314236111111112,0.9331597222222222,0.929861111111111,0.0023549756885851638,2,0,0.09097222222222212
7,0.002314043045043945,0.000275958455443331,0.007240200042724609,0.0006348061756388595,8,{'n_neighbors': 8},0.9201388888888888,0.9236111111111112,0.8958333333333334,0.9166666666666666,0.8611111111111112,0.9034722222222221,0.023282020297555824,8,0.9279513888888888,0.921875,0.9279513888888888,0.9288194444444444,0.9262152777777778,0.9265625,0.002491788210834589,2,0,0.09652777777777788
8,0.002377891540527344,0.00010050960435514726,0.0074517250061035155,0.0010617207101564455,9,{'n_neighbors': 9},0.9166666666666666,0.9131944444444444,0.8854166666666666,0.9097222222222222,0.8645833333333334,0.8979166666666666,0.019958483143333195,9,0.9210069444444444,0.9192708333333334,0.9227430555555556,0.9236111111111112,0.9244791666666666,0.9222222222222222,0.0018698488913661386,2,0,0.10208333333333341
0,0.0021680355072021484,0.00036232739346711226,0.006638813018798828,0.0006613758956202631,1,{'n_neighbors': 1},0.9444444444444444,0.9166666666666666,0.9097222222222222,0.9270833333333334,0.8958333333333334,0.91875,0.01637475850354387,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,0,0.08125000000000004
1,0.0026227474212646485,0.0005215255784175461,0.007219171524047852,0.0011540913450808332,2,{'n_neighbors': 2},0.9270833333333334,0.9270833333333334,0.9131944444444444,0.9166666666666666,0.8923611111111112,0.9152777777777779,0.012729376930432884,4,0.9661458333333334,0.9635416666666666,0.9609375,0.9644097222222222,0.9661458333333334,0.9642361111111111,0.0019332515148715525,3,0,0.08472222222222214
2,0.0022600650787353515,0.0001210241076931261,0.006629228591918945,0.000608786106466486,3,{'n_neighbors': 3},0.9375,0.9166666666666666,0.9236111111111112,0.9131944444444444,0.9131944444444444,0.9208333333333334,0.009160351359911764,1,0.9626736111111112,0.9635416666666666,0.9661458333333334,0.9522569444444444,0.9678819444444444,0.9625,0.005445967757416023,3,1,0.07916666666666661
3,0.0021824359893798826,0.00024337748935595888,0.006914091110229492,0.0009316929934287855,4,{'n_neighbors': 4},0.9305555555555556,0.9027777777777778,0.9027777777777778,0.9131944444444444,0.90625,0.9111111111111111,0.010439789151647857,5,0.9392361111111112,0.9461805555555556,0.9505208333333334,0.9444444444444444,0.9513888888888888,0.9463541666666668,0.004405756090433843,3,0,0.0888888888888889
4,0.0022423267364501953,8.425228178372913e-05,0.006938362121582031,0.000925695073843242,5,{'n_neighbors': 5},0.9270833333333334,0.9166666666666666,0.9027777777777778,0.9236111111111112,0.9097222222222222,0.9159722222222222,0.008893228107545639,3,0.9383680555555556,0.9418402777777778,0.9392361111111112,0.9409722222222222,0.9392361111111112,0.9399305555555557,0.001275775907699557,3,0,0.08402777777777781
5,0.002344512939453125,4.385128906898273e-05,0.006795072555541992,0.0005645123371044203,6,{'n_neighbors': 6},0.9236111111111112,0.9201388888888888,0.8993055555555556,0.9166666666666666,0.8923611111111112,0.9104166666666667,0.01230558690740925,6,0.9314236111111112,0.9392361111111112,0.9322916666666666,0.9288194444444444,0.9348958333333334,0.9333333333333332,0.0035324635328777667,3,0,0.08958333333333335
6,0.0023375511169433593,9.852609631440878e-05,0.007243204116821289,0.00096131420555517,7,{'n_neighbors': 7},0.9340277777777778,0.90625,0.8958333333333334,0.9236111111111112,0.8854166666666666,0.9090277777777779,0.017759322017422825,7,0.9279513888888888,0.9322916666666666,0.9279513888888888,0.9270833333333334,0.9288194444444444,0.9288194444444444,0.0018208486947398346,3,0,0.09097222222222212
7,0.002207183837890625,0.00015266897610089522,0.006869697570800781,0.0009255148290918585,8,{'n_neighbors': 8},0.9305555555555556,0.90625,0.9027777777777778,0.9166666666666666,0.8854166666666666,0.9083333333333334,0.014990995239529807,8,0.9227430555555556,0.9288194444444444,0.9253472222222222,0.9201388888888888,0.9253472222222222,0.9244791666666666,0.0029050695365766543,3,0,0.09166666666666656
8,0.0021503448486328127,0.000169851136024637,0.0066050529479980465,0.0007664726758406401,9,{'n_neighbors': 9},0.9236111111111112,0.8993055555555556,0.9027777777777778,0.9166666666666666,0.8923611111111112,0.9069444444444444,0.011495100942532525,9,0.9166666666666666,0.9236111111111112,0.9244791666666666,0.9140625,0.9192708333333334,0.9196180555555555,0.003981716993465185,3,0,0.09305555555555556
0,0.002094554901123047,0.00021086094981365063,0.006757783889770508,0.0010830827547295941,1,{'n_neighbors': 1},0.9131944444444444,0.8993055555555556,0.9340277777777778,0.9097222222222222,0.9270833333333334,0.9166666666666666,0.012422599874998837,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,1,0.08333333333333337
1,0.0024476051330566406,0.0005793656046371729,0.007004976272583008,0.000622205931659082,2,{'n_neighbors': 2},0.9166666666666666,0.8888888888888888,0.8993055555555556,0.8993055555555556,0.9166666666666666,0.9041666666666666,0.010891935514832021,7,0.9574652777777778,0.9583333333333334,0.9522569444444444,0.9592013888888888,0.9592013888888888,0.9572916666666667,0.0025983731852596797,4,0,0.09583333333333344
2,0.0022374629974365235,3.719959450273668e-05,0.006106138229370117,0.0005478146550714491,3,{'n_neighbors': 3},0.9131944444444444,0.8993055555555556,0.9027777777777778,0.9027777777777778,0.9340277777777778,0.9104166666666667,0.012691435335067404,2,0.9574652777777778,0.9548611111111112,0.9522569444444444,0.9565972222222222,0.9522569444444444,0.9546875,0.002154457230206759,4,0,0.08958333333333335
3,0.002236604690551758,4.3014306300947786e-05,0.006440877914428711,0.0008820993306523346,4,{'n_neighbors': 4},0.9236111111111112,0.8923611111111112,0.8888888888888888,0.90625,0.9270833333333334,0.9076388888888889,0.015621141498891678,3,0.9401041666666666,0.9453125,0.9427083333333334,0.9435763888888888,0.9479166666666666,0.9439236111111111,0.0026099472879119604,4,0,0.09236111111111112
4,0.0023553848266601564,0.00020695113912489827,0.0063000679016113285,0.0004201714035421021,5,{'n_neighbors': 5},0.9201388888888888,0.8888888888888888,0.8923611111111112,0.9131944444444444,0.9166666666666666,0.90625,0.012991865926298392,4,0.9331597222222222,0.9348958333333334,0.9453125,0.9348958333333334,0.9453125,0.9387152777777779,0.005423784497157391,4,0,0.09375
5,0.0024044990539550783,0.0002849389664243346,0.014907264709472656,0.013405373760665135,6,{'n_neighbors': 6},0.9131944444444444,0.8784722222222222,0.8923611111111112,0.9236111111111112,0.9166666666666666,0.9048611111111111,0.01681072005126417,6,0.9288194444444444,0.9348958333333334,0.9375,0.9262152777777778,0.9331597222222222,0.9321180555555555,0.0040863202416457755,4,0,0.09513888888888888
6,0.0022455692291259766,4.874656615983439e-05,0.007712793350219726,0.0005877279484716516,7,{'n_neighbors': 7},0.9236111111111112,0.875,0.9027777777777778,0.9236111111111112,0.90625,0.90625,0.017840600803701586,4,0.9270833333333334,0.9270833333333334,0.9348958333333334,0.9227430555555556,0.9279513888888888,0.927951388888889,0.0039206908995264664,4,0,0.09375
7,0.002394866943359375,0.00023023060913955333,0.007681989669799804,0.0004342007683564229,8,{'n_neighbors': 8},0.9131944444444444,0.8784722222222222,0.8958333333333334,0.9166666666666666,0.9131944444444444,0.9034722222222221,0.014467129622221972,9,0.9192708333333334,0.9279513888888888,0.9262152777777778,0.9201388888888888,0.9253472222222222,0.9237847222222222,0.0034460821599442966,4,0,0.09652777777777788
8,0.002238178253173828,0.00012809434836233343,0.007222604751586914,0.00033428996733877536,9,{'n_neighbors': 9},0.9270833333333334,0.8715277777777778,0.8958333333333334,0.9201388888888888,0.9027777777777778,0.9034722222222223,0.019568059449451898,8,0.9149305555555556,0.921875,0.9253472222222222,0.9131944444444444,0.9184027777777778,0.91875,0.00444661405377281,4,0,0.09652777777777766
0,0.0022203922271728516,0.00010303181036452278,0.006288003921508789,0.0005376512541580252,1,{'n_neighbors': 1},0.9097222222222222,0.9548611111111112,0.8854166666666666,0.9340277777777778,0.9097222222222222,0.91875,0.02371301538744985,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,1,0.08125000000000004
1,0.00227813720703125,5.85790907011088e-05,0.006710672378540039,0.0009436076247124567,2,{'n_neighbors': 2},0.9027777777777778,0.9444444444444444,0.8680555555555556,0.90625,0.9236111111111112,0.9090277777777779,0.02526861860925034,5,0.9600694444444444,0.9574652777777778,0.9583333333333334,0.9513888888888888,0.953125,0.9560763888888889,0.003275687893075224,5,0,0.09097222222222212
2,0.002190685272216797,2.9455107805086494e-05,0.006125926971435547,0.00025304252378331244,3,{'n_neighbors': 3},0.8819444444444444,0.9305555555555556,0.9027777777777778,0.9166666666666666,0.9236111111111112,0.9111111111111111,0.017235657841653984,2,0.9609375,0.9583333333333334,0.9618055555555556,0.9626736111111112,0.9600694444444444,0.960763888888889,0.0014934592477504622,5,0,0.0888888888888889
3,0.002334308624267578,0.00016690468066112775,0.006852245330810547,0.00039580381241436746,4,{'n_neighbors': 4},0.8958333333333334,0.9270833333333334,0.8958333333333334,0.9166666666666666,0.9131944444444444,0.9097222222222221,0.012226956153929856,3,0.9487847222222222,0.9401041666666666,0.953125,0.9418402777777778,0.9418402777777778,0.945138888888889,0.004983576421669212,5,0,0.0902777777777779
4,0.002204132080078125,0.00024260743598001662,0.006851816177368164,0.00046247360509215783,5,{'n_neighbors': 5},0.8923611111111112,0.9201388888888888,0.9027777777777778,0.9201388888888888,0.9131944444444444,0.9097222222222221,0.010758287072798342,3,0.9444444444444444,0.9366319444444444,0.9427083333333334,0.9348958333333334,0.9340277777777778,0.9385416666666668,0.004231270002414556,5,0,0.0902777777777779
5,0.002254676818847656,0.00010514593443460344,0.0076141834259033205,0.0005305346322881605,6,{'n_neighbors': 6},0.8923611111111112,0.9166666666666666,0.8958333333333334,0.9201388888888888,0.8993055555555556,0.9048611111111111,0.0113260461321528,6,0.9401041666666666,0.9279513888888888,0.9314236111111112,0.9340277777777778,0.9305555555555556,0.9328125,0.00413033932408691,5,0,0.09513888888888888
6,0.002188253402709961,0.00021867012788343108,0.006742000579833984,0.0004687167376042292,7,{'n_neighbors': 7},0.8854166666666666,0.9236111111111112,0.8958333333333334,0.9131944444444444,0.90625,0.9048611111111111,0.013285504492853482,6,0.9366319444444444,0.9236111111111112,0.9288194444444444,0.9270833333333334,0.9322916666666666,0.9296875,0.0044601502009253636,5,0,0.09513888888888888
7,0.002242279052734375,0.00024621011876817896,0.006850337982177735,0.0007107442449061629,8,{'n_neighbors': 8},0.8888888888888888,0.9166666666666666,0.8888888888888888,0.9131944444444444,0.90625,0.9027777777777777,0.011825962754115567,9,0.9296875,0.9184027777777778,0.9227430555555556,0.9262152777777778,0.9305555555555556,0.9255208333333332,0.004507206592273322,5,0,0.09722222222222232
8,0.002219533920288086,0.00017712447277215188,0.006713438034057617,0.0008601663289613587,9,{'n_neighbors': 9},0.8819444444444444,0.9131944444444444,0.8923611111111112,0.9131944444444444,0.9131944444444444,0.9027777777777779,0.013176156917368235,8,0.9296875,0.9184027777777778,0.9236111111111112,0.9253472222222222,0.9253472222222222,0.9244791666666666,0.003641697389479685,5,0,0.0972222222222221
0,0.002146625518798828,0.0002231572733843147,0.0061969757080078125,0.0009017872426832313,1,{'n_neighbors': 1},0.9027777777777778,0.9270833333333334,0.8888888888888888,0.9131944444444444,0.9305555555555556,0.9125,0.015434799146453407,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,0,0.08750000000000002
1,0.002245807647705078,8.674985073630067e-05,0.0062348365783691405,0.0004579746336404302,2,{'n_neighbors': 2},0.9027777777777778,0.9270833333333334,0.8715277777777778,0.9201388888888888,0.9166666666666666,0.9076388888888889,0.019715374398025533,5,0.9522569444444444,0.9522569444444444,0.9626736111111112,0.953125,0.9479166666666666,0.9536458333333334,0.004867307558637595,6,0,0.09236111111111112
2,0.0023862361907958985,0.00021558216620985976,0.006070947647094727,0.0008204686836712283,3,{'n_neighbors': 3},0.9201388888888888,0.9201388888888888,0.8854166666666666,0.9270833333333334,0.9166666666666666,0.913888888888889,0.014632852434517705,1,0.9565972222222222,0.9522569444444444,0.9609375,0.9574652777777778,0.9522569444444444,0.9559027777777777,0.0033122888938088508,6,1,0.08611111111111103
3,0.0023028373718261717,0.00010375733320105837,0.007077789306640625,0.000393758676797712,4,{'n_neighbors': 4},0.9131944444444444,0.9270833333333334,0.8784722222222222,0.9131944444444444,0.9236111111111112,0.9111111111111111,0.017235657841653984,4,0.9392361111111112,0.9409722222222222,0.9496527777777778,0.9444444444444444,0.9392361111111112,0.9427083333333333,0.0039589424482608816,6,0,0.0888888888888889
4,0.0022640228271484375,5.9206395067938096e-05,0.006493473052978515,0.0003848512676741243,5,{'n_neighbors': 5},0.9236111111111112,0.9305555555555556,0.875,0.9166666666666666,0.9236111111111112,0.913888888888889,0.01993430568667685,1,0.9383680555555556,0.9375,0.9496527777777778,0.9392361111111112,0.9348958333333334,0.9399305555555555,0.005073485832014737,6,0,0.08611111111111103
5,0.002216053009033203,0.00010573227195531151,0.006856298446655274,0.0004824799116299038,6,{'n_neighbors': 6},0.90625,0.9236111111111112,0.8680555555555556,0.90625,0.9201388888888888,0.9048611111111111,0.019715374398025533,6,0.9262152777777778,0.9305555555555556,0.9418402777777778,0.9279513888888888,0.9270833333333334,0.9307291666666666,0.00574230396129904,6,0,0.09513888888888888
6,0.0022363662719726562,5.269277144865261e-05,0.00719141960144043,0.0005140736045138399,7,{'n_neighbors': 7},0.9097222222222222,0.9166666666666666,0.8715277777777778,0.9097222222222222,0.9131944444444444,0.9041666666666666,0.016521357296347648,7,0.9262152777777778,0.9331597222222222,0.9418402777777778,0.9270833333333334,0.9253472222222222,0.9307291666666666,0.006196725103324564,6,0,0.09583333333333344
7,0.002191638946533203,0.0001914349225712596,0.0069926738739013675,0.0010883745473240505,8,{'n_neighbors': 8},0.90625,0.9305555555555556,0.8680555555555556,0.9027777777777778,0.9097222222222222,0.9034722222222221,0.020174776453241595,8,0.9184027777777778,0.9253472222222222,0.9340277777777778,0.921875,0.9175347222222222,0.9234375,0.005973836991001828,6,0,0.09652777777777788
8,0.002323770523071289,9.201469696484696e-05,0.007605743408203125,0.0008782242313869911,9,{'n_neighbors': 9},0.90625,0.9201388888888888,0.8576388888888888,0.90625,0.90625,0.8993055555555556,0.02151657414559677,9,0.9166666666666666,0.9253472222222222,0.9305555555555556,0.9175347222222222,0.9131944444444444,0.9206597222222224,0.006345717667533721,6,0,0.10069444444444442
0,0.0021699905395507813,0.00018844883208202136,0.005937910079956055,0.00023082719048549494,1,{'n_neighbors': 1},0.8993055555555556,0.9236111111111112,0.9027777777777778,0.9479166666666666,0.9236111111111112,0.9194444444444445,0.01748566432224189,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,1,0.08055555555555549
1,0.0023401737213134765,9.711799889716187e-05,0.006641292572021484,0.0003738491996375158,2,{'n_neighbors': 2},0.875,0.9097222222222222,0.8958333333333334,0.9548611111111112,0.9097222222222222,0.9090277777777779,0.02620550314460169,4,0.9635416666666666,0.953125,0.9618055555555556,0.9565972222222222,0.9626736111111112,0.9595486111111111,0.004019387813468833,7,0,0.09097222222222212
2,0.002217531204223633,0.00012098543690228233,0.006360864639282227,0.000850086605661908,3,{'n_neighbors': 3},0.8888888888888888,0.9375,0.8923611111111112,0.9409722222222222,0.9201388888888888,0.9159722222222222,0.021894281625603394,2,0.9565972222222222,0.9496527777777778,0.9644097222222222,0.9565972222222222,0.9565972222222222,0.9567708333333333,0.004671397238567253,7,0,0.08402777777777781
3,0.0022719860076904296,4.7188716824112474e-05,0.007246494293212891,0.000724871295483518,4,{'n_neighbors': 4},0.875,0.9305555555555556,0.8923611111111112,0.9305555555555556,0.8958333333333334,0.9048611111111111,0.022135246459040595,6,0.9418402777777778,0.9392361111111112,0.9539930555555556,0.9418402777777778,0.9444444444444444,0.9442708333333334,0.005132550520518915,7,0,0.09513888888888888
4,0.002086973190307617,0.0002294467174125637,0.006787347793579102,0.0005582329861744606,5,{'n_neighbors': 5},0.875,0.9444444444444444,0.8958333333333334,0.9340277777777778,0.90625,0.9111111111111111,0.025287696466712663,3,0.9427083333333334,0.9366319444444444,0.9479166666666666,0.9366319444444444,0.9453125,0.9418402777777777,0.004560390811306842,7,0,0.0888888888888889
5,0.002292633056640625,6.851156065765434e-05,0.00674591064453125,0.000519379420638252,6,{'n_neighbors': 6},0.8680555555555556,0.9340277777777778,0.8923611111111112,0.9236111111111112,0.90625,0.9048611111111111,0.023302724632725716,6,0.9322916666666666,0.9253472222222222,0.9375,0.9279513888888888,0.9340277777777778,0.931423611111111,0.00432288180485721,7,0,0.09513888888888888
6,0.0022795677185058595,0.00012820637593390514,0.006761074066162109,0.0004574671669167539,7,{'n_neighbors': 7},0.8819444444444444,0.9409722222222222,0.9027777777777778,0.9166666666666666,0.9027777777777778,0.9090277777777777,0.01944444444444444,5,0.9366319444444444,0.9192708333333334,0.9366319444444444,0.9236111111111112,0.9288194444444444,0.9289930555555556,0.006931411381137863,7,0,0.09097222222222234
7,0.002201747894287109,0.00019505131056393274,0.006587076187133789,0.0005490032767196263,8,{'n_neighbors': 8},0.8819444444444444,0.9305555555555556,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.9013888888888889,0.018839805508681317,8,0.9288194444444444,0.9175347222222222,0.9314236111111112,0.921875,0.9270833333333334,0.9253472222222221,0.00500168760100277,7,0,0.0986111111111111
8,0.0023810863494873047,0.00015710630215292845,0.007147598266601563,0.0005014987638049114,9,{'n_neighbors': 9},0.8854166666666666,0.9236111111111112,0.8888888888888888,0.9131944444444444,0.8854166666666666,0.8993055555555556,0.015987311712807446,9,0.9262152777777778,0.9166666666666666,0.9270833333333334,0.9210069444444444,0.921875,0.9225694444444444,0.003779781433520379,7,0,0.10069444444444442
0,0.002067852020263672,0.00019597087151679881,0.006078195571899414,0.0011264299309832284,1,{'n_neighbors': 1},0.9305555555555556,0.9340277777777778,0.9166666666666666,0.8993055555555556,0.9270833333333334,0.9215277777777777,0.012538520892547079,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8,1,0.07847222222222228
